Category,Product_ID,Total_Revenue,Total_Units
Feminine,5361,36635.75,494
Feminine,5778,36634.7,413
Feminine,10038,36620.45,508
Feminine,11343,36619.94,546
Feminine,11137,36605.25,495
Feminine,9187,36600.3,461
Feminine,4791,36595.51,527
Feminine,10716,36586.4,659
Feminine,4867,36561.78,496
Feminine,10459,36559.41,569
Feminine,7131,36544.97,856
Feminine,3720,36531.25,480
Feminine,13189,36530.25,910
Feminine,5490,36515.47,540
Feminine,5152,36511.27,533
Feminine,4349,36510.87,517
Feminine,13452,36498.85,423
Feminine,6219,36468.7,773
Feminine,4039,36458.55,471
Feminine,7935,36442.55,797
Feminine,3356,36439.1,460
Feminine,10303,36433.34,551
Feminine,8766,36399.94,864
Feminine,4970,36398.2,574
Feminine,5596,36385.6,418
Feminine,8611,36376.5,774
Feminine,5751,36346.37,475
Feminine,3382,36284.5,421
Feminine,4063,36273.79,541
Feminine,14723,36249.08,916
Feminine,6973,36235.35,831
Feminine,7779,36232.0,713
Feminine,6403,36226.1,859
Feminine,7571,36224.1,757
Feminine,5025,36205.69,487
Feminine,4841,36197.42,501
Feminine,11007,36174.0,503
Feminine,4585,36130.4,470
Feminine,7519,36089.75,775
Feminine,4214,36063.45,448
Feminine,13400,36043.6,395
Feminine,3181,36019.5,471
Feminine,5675,36015.54,499
Feminine,7233,36000.5,789
Feminine,14258,35991.65,445
Feminine,4635,35955.83,538
Feminine,8041,35929.840000000004,915
Feminine,3803,35908.05,544
Feminine,4322,35905.8,477
Feminine,11239,35885.89,619
Feminine,11130,35864.05,505
Feminine,5566,35848.0,479
Feminine,3361,35770.46,466
Feminine,3902,35757.4,436
Feminine,3047,35752.4,503
Feminine,4266,35706.5,449
Feminine,4424,35705.54,531
Feminine,3439,35705.04,517
Feminine,11835,35691.07,563
Feminine,5469,35665.8,448
Feminine,9653,35646.01,559
Feminine,9130,35644.61,692
Feminine,12770,35622.59,909
Feminine,4555,35614.2,520
Feminine,9133,35601.44,580
Feminine,7651,35578.24,841
Feminine,8769,35576.8,870
Feminine,6869,35548.7,716
Feminine,3434,35541.75,429
Feminine,8431,35537.66,844
Feminine,13293,35459.55,1012
Feminine,4920,35429.05,444
Feminine,4661,35416.64,478
Feminine,9629,35387.7,512
Feminine,6765,35380.65,789
Feminine,11317,35355.22,557
Feminine,6663,35339.88,871
Feminine,7778,35270.6,884
Feminine,10095,35234.64,586
Feminine,10929,35227.5,499
Feminine,7311,35221.8,790
Feminine,12614,35186.34,932
Feminine,9237,35184.659999999996,552
Feminine,3174,35182.0,464
Feminine,13686,35178.55,411
Feminine,3335,35169.51,513
Feminine,10955,35131.8,502
Feminine,5179,35114.44,514
Feminine,13764,35111.95,458
Feminine,5651,35090.25,445
Feminine,5285,35075.25,543
Feminine,4479,35057.06,512
Feminine,5048,35055.14,554
Feminine,4505,35051.97,457
Feminine,13218,35037.65,422
Feminine,7700,35023.59,852
Feminine,4630,35018.25,433
Feminine,3465,34982.23,511
Feminine,5859,34950.8,463
Feminine,4918,34904.87,546
Feminine,9417,34849.12,546
Feminine,9315,34846.18,525
Feminine,9627,34822.25,599
Feminine,12022,34813.4,439
Feminine,4814,34742.73,571
Feminine,3519,34730.75,462
Feminine,3798,34727.25,476
Feminine,4087,34637.22,516
Feminine,7238,34605.15,435
Feminine,4448,34597.5,418
Feminine,10560,34567.07,635
Feminine,10872,34531.26,609
Feminine,4110,34524.85,486
Feminine,3772,34521.0,450
Feminine,12952,34516.5,909
Feminine,3044,34511.65,473
Feminine,13943,34445.5,925
Feminine,7597,34438.1,756
Feminine,14097,34434.45,859
Feminine,7545,34397.8,733
Feminine,10769,34391.24,552
Feminine,3259,34388.0,429
Feminine,10925,34365.83,529
Feminine,4117,34324.5,422
Feminine,11811,34317.74,591
Feminine,6713,34307.0,781
Feminine,5261,34299.9,518
Feminine,11837,34279.0,587
Feminine,14851,34231.8,822
Feminine,13995,34228.5,879
Feminine,3099,34225.46,532
Feminine,3493,34158.3,472
Feminine,6947,34141.45,728
Feminine,3564,34117.95,430
Feminine,7077,34092.9,731
Feminine,4713,34085.45,508
Feminine,4949,34080.7,412
Feminine,11551,34046.84,503
Feminine,5571,34040.8,461
Feminine,9494,34038.48,614
Feminine,11312,34014.8,536
Feminine,5415,34009.47,499
Feminine,5878,33980.75,423
Feminine,7493,33954.25,780
Feminine,3619,33919.16,536
Feminine,8873,33903.13,806
Feminine,11991,33899.85,886
Feminine,3333,33863.08,472
Feminine,12926,33846.72,940
Feminine,10719,33818.62,630
Feminine,3779,33815.55,457
Feminine,5207,33814.79,455
Feminine,9859,33805.38,565
Feminine,3514,33774.68,621
Feminine,3179,33763.4,577
Feminine,4115,33731.27,538
Feminine,3567,33726.4,538
Feminine,8821,33722.7,820
Feminine,5233,33719.14,511
Feminine,11912,33708.87,629
Feminine,4663,33707.7,419
Feminine,14643,33701.05,792
Feminine,5519,33698.55,505
Feminine,8246,33663.77,858
Feminine,5724,33640.82,531
Feminine,11704,33574.54,648
Feminine,3231,33573.04,461
Feminine,5413,33542.05,487
Feminine,9572,33530.8,632
Feminine,9575,33503.69,537
Feminine,6296,33484.61,817
Feminine,8015,33471.43,853
Feminine,4632,33423.76,619
Feminine,13397,33406.76,863
Feminine,6273,33396.12,875
Feminine,5621,33374.89,502
Feminine,12880,33365.05,421
Feminine,6611,33333.58,836
Feminine,8639,33320.88,779
Feminine,12719,33300.95,861
Feminine,4190,33296.44,573
Feminine,3931,33182.66,513
Feminine,3776,33171.2,433
Feminine,10693,33122.5,579
Feminine,11683,33111.0,505
Feminine,12381,33097.3,823
Feminine,5514,33070.1,472
Feminine,6117,33068.79,848
Feminine,6484,33028.25,416
Feminine,14414,33015.3,392
Feminine,4036,33013.0,418
Feminine,6635,33003.6,739
Feminine,11081,32963.25,530
Feminine,9939,32945.17,550
Feminine,11577,32909.99,571
Feminine,9211,32837.15,546
Feminine,9832,32818.2,638
Feminine,12750,32771.0,472
Feminine,11004,32754.3,484
Feminine,4400,32750.75,470
Feminine,8405,32740.02,878
Feminine,12277,32724.5,835
Feminine,8714,32722.41,818
Feminine,3177,32645.32,513
Feminine,9445,32628.47,597
Feminine,13707,32550.85,842
Feminine,4008,32550.07,549
Feminine,13270,32507.7,423
Feminine,14648,32459.35,419
Feminine,7885,32457.41,852
Feminine,6245,32447.15,759
Feminine,11291,32443.75,573
Feminine,10197,32430.44,589
Feminine,13608,32398.3,420
Feminine,4578,32384.7,467
Feminine,4734,32375.85,455
Feminine,9497,32366.27,590
Feminine,7051,32354.4,779
Feminine,5339,32352.9,418
Feminine,4708,32315.7,417
Feminine,9391,32310.1,561
Feminine,3907,32309.07,505
Feminine,12854,32297.65,390
Feminine,9754,32257.63,657
Feminine,9937,32246.55,548
Feminine,9364,32210.3,647
Feminine,14934,32207.05,443
Feminine,8740,32201.73,899
Feminine,11161,32181.06,547
Feminine,11211,32166.95,592
Feminine,13088,32127.65,402
Feminine,12594,32068.15,423
Feminine,3516,32066.4,435
Feminine,6998,32052.47,804
Feminine,4453,32046.62,518
Feminine,5620,32043.55,555
Feminine,9650,32026.94,630
Feminine,4996,32011.59,560
Feminine,4035,32011.41,455
Feminine,3881,31983.98,510
Feminine,8252,31973.0,413
Feminine,4686,31960.1,440
Feminine,8691,31937.12,812
Feminine,8590,31908.95,387
Feminine,5183,31902.1,432
Feminine,3517,31879.25,486
Feminine,5881,31854.87,558
Feminine,10329,31846.93,602
Feminine,3021,31842.1,523
Feminine,3309,31820.18,524
Feminine,4427,31818.7,484
Feminine,14570,31816.95,417
Feminine,12797,31814.7,854
Feminine,7992,31807.65,399
Feminine,13244,31805.6,409
Feminine,4422,31791.4,400
Feminine,7518,31783.0,836
Feminine,13059,31726.58,856
Feminine,9781,31726.18,577
Feminine,3774,31721.54,535
Feminine,13582,31713.05,433
Feminine,3200,31710.4,473
Feminine,12152,31698.8,402
Feminine,7467,31698.8,742
Feminine,11915,31667.93,606
Feminine,11158,31651.03,656
Feminine,3876,31633.95,471
Feminine,10665,31623.84,560
Feminine,6062,31623.76,800
Feminine,8379,31592.74,891
Feminine,5904,31586.0,472
Feminine,4923,31582.0,460
Feminine,12490,31565.2,435
Feminine,7443,31528.39,893
Feminine,13733,31515.5,846
Feminine,5157,31491.9,490
Feminine,3101,31490.95,520
Feminine,9523,31485.72,559
Feminine,6533,31467.53,816
Feminine,12433,31454.25,827
Feminine,5777,31386.96,566
Feminine,7417,31369.12,865
Feminine,13655,31363.5,878
Feminine,4167,31341.05,559
Feminine,14050,31336.55,425
Feminine,6510,31318.3,378
Feminine,7911,31314.42,889
Feminine,8429,31305.9,747
Feminine,9780,31304.84,614
Feminine,8899,31295.24,862
Feminine,9601,31251.88,598
Feminine,8561,31244.61,871
Feminine,3256,31199.1,477
Feminine,11499,31167.99,531
Feminine,4762,31166.75,534
Feminine,6790,31141.32,803
Feminine,11707,31140.63,574
Feminine,9026,31132.78,698
Feminine,9081,31122.14,597
Feminine,10277,31116.5,550
Feminine,7209,31077.34,849
Feminine,5209,31070.7,465
Feminine,8324,31051.47,800
Feminine,12074,31018.85,387
Feminine,7368,31017.5,400
Feminine,4011,30998.13,543
Feminine,7207,30987.75,692
Feminine,14154,30965.6,441
Feminine,8559,30947.65,800
Feminine,8925,30945.2,850
Feminine,8434,30941.5,399
Feminine,11445,30911.95,594
Feminine,12667,30883.5,868
Feminine,4658,30864.03,580
Feminine,10405,30835.63,591
Feminine,5543,30826.56,459
Feminine,10852,30800.0,242
Feminine,9419,30797.55,590
Feminine,3569,30796.23,521
Feminine,11653,30763.14,565
Feminine,3125,30741.42,488
Feminine,12984,30736.6,387
Feminine,10017,30689.31,572
Feminine,8689,30680.8,833
Feminine,9001,30673.5,556
Feminine,5465,30661.77,522
Feminine,9105,30656.75,542
Feminine,8793,30644.35,752
Feminine,4633,30638.49,517
Feminine,10173,30604.11,603
Feminine,10794,30581.77,642
Feminine,13192,30519.05,407
Feminine,4608,30480.0,452
Feminine,7155,30476.65,714
Feminine,14440,30462.25,411
Feminine,11000,30461.45,454
Feminine,10823,30391.43,568
Feminine,8850,30389.75,400
Feminine,4425,30362.02,494
Feminine,6271,30338.05,767
Feminine,6375,30331.8,724
Feminine,7966,30315.45,386
Feminine,5907,30294.52,482
Feminine,7053,30283.01,802
Feminine,7212,30282.8,361
Feminine,11757,30259.12,530
Feminine,4895,30223.93,508
Feminine,4530,30203.45,462
Feminine,4165,30182.8,487
Feminine,3984,30173.0,446
Feminine,12282,30170.55,412
Feminine,8044,30162.8,381
Feminine,7134,30138.15,389
Feminine,10093,30087.99,510
Feminine,4815,30051.06,523
Feminine,14102,30029.0,410
Feminine,12724,30026.3,442
Feminine,7703,30014.35,814
Feminine,3491,30011.85,569
Feminine,4712,29976.7,466
Feminine,10979,29963.0,535
Feminine,3568,29945.4,473
Feminine,4583,29915.5,491
Feminine,13348,29893.6,419
Feminine,4611,29892.75,467
Feminine,5384,29853.9,418
Feminine,6718,29841.4,394
Feminine,7914,29840.55,404
Feminine,9676,29836.95,598
Feminine,14232,29824.55,390
Feminine,10485,29781.62,544
Feminine,8382,29742.8,397
Feminine,8922,29732.91,888
Feminine,5259,29683.73,504
Feminine,5959,29679.39,483
Feminine,5909,29672.12,515
Feminine,13738,29619.6,466
Feminine,13634,29603.35,403
Feminine,12334,29595.45,420
Feminine,9705,29586.62,529
Feminine,8122,29566.9,356
Feminine,14206,29562.75,395
Feminine,14856,29499.25,472
Feminine,8272,29486.43,825
Feminine,8273,29479.95,763
Feminine,13660,29465.75,412
Feminine,6921,29464.5,780
Feminine,9287,29334.46,578
Feminine,10873,29328.07,575
Feminine,3753,29274.7,447
Feminine,9079,29270.44,577
Feminine,8533,29234.55,761
Feminine,4375,29215.47,542
Feminine,4739,29208.06,464
Feminine,8454,29193.75,759
Feminine,4295,29175.74,523
Feminine,7180,29170.92,838
Feminine,5592,29155.6,438
Feminine,12802,29143.6,359
Feminine,9027,29137.71,585
Feminine,12672,29134.75,412
Feminine,7576,29134.1,394
Feminine,12932,29130.3,402
Feminine,13816,29108.65,478
Feminine,11970,29105.05,440
Feminine,3255,29047.77,488
Feminine,11733,29041.46,495
Feminine,157,29024.66,218
Feminine,6481,29004.43,819
Feminine,12491,28979.25,475
Feminine,8977,28924.89,625
Feminine,4942,28911.9,458
Feminine,12673,28897.45,445
Feminine,5020,28895.5,429
Feminine,10774,28893.5,255
Feminine,5855,28889.65,461
Feminine,2712,28861.35,146
Feminine,6323,28851.85,721
Feminine,2946,28843.0,129
Feminine,7420,28767.5,382
Feminine,5098,28767.0,434
Feminine,8507,28713.95,796
Feminine,3878,28709.83,552
Feminine,13920,28709.25,434
Feminine,4401,28708.73,479
Feminine,138,28689.5,122
Feminine,6115,28656.85,759
Feminine,11965,28638.85,878
Feminine,4141,28638.52,542
Feminine,6088,28636.03,817
Feminine,9861,28622.11,577
Feminine,11031,28620.0,537
Feminine,5049,28609.27,474
Feminine,3699,28600.51,510
Feminine,10821,28526.39,553
Feminine,6167,28519.9,737
Feminine,4999,28489.12,483
Feminine,4193,28459.55,502
Feminine,3205,28455.62,529
Feminine,11164,28452.3,267
Feminine,13036,28441.4,385
Feminine,4243,28417.28,493
Feminine,8715,28404.05,774
Feminine,11133,28399.02,580
Feminine,1100,28390.65,125
Feminine,11658,28390.4,271
Feminine,10379,28389.28,562
Feminine,11135,28340.08,534
Feminine,1074,28301.0,136
Feminine,8975,28299.84,537
Feminine,3387,28261.31,534
Feminine,9887,28254.58,578
Feminine,7784,28250.0,388
Feminine,11889,28161.46,533
Feminine,1672,28151.35,125
Feminine,11185,28140.86,526
Feminine,6895,28136.2,724
Feminine,7290,28131.45,372
Feminine,6455,28107.24,877
Feminine,5153,28106.02,489
Feminine,4528,28096.88,557
Feminine,11237,28067.8,581
Feminine,6692,28043.25,393
Feminine,4529,27999.079999999998,528
Feminine,11392,27957.5,639
Feminine,3748,27952.36,563
Feminine,13530,27947.25,401
Feminine,12646,27912.55,403
Feminine,4321,27888.29,474
Feminine,3805,27886.0,425
Feminine,346,27885.3,118
Feminine,6531,27873.55,788
Feminine,12517,27867.55,406
Feminine,3127,27858.33,478
Feminine,14336,27846.3,416
Feminine,13811,27816.35,814
Feminine,13187,27799.85,834
Feminine,11263,27768.26,544
Feminine,8564,27761.4,393
Feminine,11476,27736.8,260
Feminine,8871,27729.5,718
Feminine,4531,27708.07,506
Feminine,14305,27694.15,874
Feminine,12017,27671.25,850
Feminine,13083,27652.65,880
Feminine,14726,27627.5,406
Feminine,14674,27610.45,372
Feminine,8923,27603.95,777
Feminine,12516,27594.6,432
Feminine,10041,27593.87,551
Feminine,7030,27586.5,375
Feminine,6406,27540.9,375
Feminine,10743,27539.9,571
Feminine,12361,27529.9,459
Feminine,8065,27524.55,788
Feminine,8980,27502.6,270
Feminine,7649,27489.4,750
Feminine,112,27483.7,126
Feminine,6089,27399.8,813
Feminine,14622,27398.2,426
Feminine,3489,27357.28,516
Feminine,9520,27343.05,612
Feminine,10462,27256.5,231
Feminine,3775,27221.38,557
Feminine,9110,27216.5,264
Feminine,7602,27213.05,405
Feminine,11470,27207.67,595
Feminine,5310,27185.25,450
Feminine,9003,27170.53,534
Feminine,12776,27144.35,407
Feminine,9162,27103.1,249
Feminine,6796,27091.65,389
Feminine,11398,27073.6,265
Feminine,5334,27072.66,551
Feminine,12048,27065.75,465
Feminine,4271,27063.47,502
Feminine,11473,27031.13,601
Feminine,11003,27010.35,585
Feminine,3750,27000.5,450
Feminine,14441,26988.95,426
Feminine,3566,26975.57,530
Feminine,2608,26971.25,127
Feminine,4843,26931.43,470
Feminine,13057,26884.35,799
Feminine,5649,26880.29,504
Feminine,3463,26810.49,553
Feminine,5205,26768.05,484
Feminine,13946,26717.45,422
Feminine,8481,26702.25,777
Feminine,1256,26695.5,143
Feminine,12230,26694.75,405
Feminine,3777,26693.85,467
Feminine,7603,26649.35,423
Feminine,5181,26649.17,500
Feminine,7831,26628.7,791
Feminine,5725,26628.43,495
Feminine,12907,26621.65,469
Feminine,11080,26620.06,672
Feminine,3441,26614.5,430
Feminine,12569,26608.8,394
Feminine,2192,26595.5,127
Feminine,7701,26586.3,780
Feminine,3982,26553.51,577
Feminine,11575,26541.84,589
Feminine,13504,26538.65,427
Feminine,3954,26516.15,384
Feminine,5699,26513.83,518
Feminine,3543,26512.86,549
Feminine,4476,26509.18,640
Feminine,13842,26508.9,407
Feminine,10150,26493.2,248
Feminine,7056,26486.85,380
Feminine,3023,26471.42,480
Feminine,14773,26459.95,832
Feminine,9734,26454.85,272
Feminine,9682,26451.55,277
Feminine,6302,26447.9,373
Feminine,6037,26405.1,739
Feminine,2757,26398.34,169
Feminine,573,26355.34,191
Feminine,14877,26340.05,893
Feminine,9913,26296.39,559
Feminine,13109,26267.95,887
Feminine,9365,26254.78,547
Feminine,6817,26244.7,728
Feminine,4794,26241.5,280
Feminine,4710,26214.47,565
Feminine,13894,26212.55,427
Feminine,8377,26206.1,783
Feminine,6640,26194.25,383
Feminine,11785,26184.95,511
Feminine,4557,26152.03,504
Feminine,10800,26067.75,268
Feminine,7186,26047.9,383
Feminine,3151,26047.74,538
Feminine,12308,26033.35,438
Feminine,14804,25998.6,439
Feminine,6354,25960.3,377
Feminine,6120,25944.0,382
Feminine,13011,25921.55,437
Feminine,14201,25916.6,876
Feminine,7181,25865.85,782
Feminine,1698,25787.15,149
Feminine,5933,25733.83,511
Feminine,4373,25703.0,516
Feminine,3202,25686.99,576
Feminine,5701,25676.26,510
Feminine,11892,25621.9,250
Feminine,8668,25593.1,382
Feminine,12829,25565.4,442
Feminine,8824,25544.85,353
Feminine,3073,25531.41,515
Feminine,14492,25505.2,442
Feminine,10613,25503.329999999998,568
Feminine,10410,25502.05,277
Feminine,5231,25479.97,494
Feminine,8221,25476.85,747
Feminine,4399,25395.79,547
Feminine,7082,25347.05,374
Feminine,12256,25325.0,463
Feminine,11138,25300.0,278
Feminine,13505,25294.45,414
Feminine,4037,25245.01,487
Feminine,14908,25205.65,459
Feminine,12360,25204.6,456
Feminine,3647,25192.579999999998,517
Feminine,3879,25188.89,485
Feminine,14076,25184.45,448
Feminine,3673,25161.05,502
Feminine,3592,25152.81,541
Feminine,1178,25130.7,130
Feminine,11783,25116.49,591
Feminine,6459,25096.1,428
Feminine,9809,25093.91,587
Feminine,398,25093.85,110
Feminine,4269,25061.99,585
Feminine,14778,25061.6,444
Feminine,8201,25060.35,392
Feminine,7862,25039.25,381
Feminine,2270,25008.7,114
Feminine,8949,24970.1,716
Feminine,2606,24964.0,136
Feminine,12412,24951.15,435
Feminine,12126,24935.05,424
Feminine,11315,24913.28,571
Feminine,13687,24875.6,406
Feminine,5467,24868.61,521
Feminine,13843,24866.45,418
Feminine,10644,24849.25,304
Feminine,5022,24814.37,590
Feminine,5129,24759.44,477
Feminine,9703,24757.28,573
Feminine,1308,24744.5,119
Feminine,1802,24740.4,126
Feminine,2705,24726.7,176
Feminine,5441,24696.98,469
Feminine,10327,24656.28,588
Feminine,7732,24650.45,446
Feminine,11918,24617.7,251
Feminine,5673,24616.19,513
Feminine,8486,24599.75,398
Feminine,14466,24566.05,399
Feminine,10826,24563.0,239
Feminine,7628,24538.7,372
Feminine,1022,24503.0,122
Feminine,3075,24496.91,506
Feminine,6094,24484.7,396
Feminine,4581,24482.44,504
Feminine,892,24459.55,142
Feminine,6745,24414.5,429
Feminine,11788,24386.4,236
Feminine,8876,24362.7,361
Feminine,1932,24338.4,110
Feminine,9994,24311.25,273
Feminine,2764,24310.6,140
Feminine,6453,24288.6,781
Feminine,3696,24272.94,580
Feminine,8455,24266.15,792
Feminine,7160,24262.15,386
Feminine,14149,24258.35,807
Feminine,13790,24257.75,392
Feminine,13712,24226.55,368
Feminine,3257,24224.64,495
Feminine,5938,24213.5,252
Feminine,3829,24209.65,485
Feminine,6926,24198.45,422
Feminine,2601,24141.75,170
Feminine,13427,24139.15,397
Feminine,2809,24134.38,160
Feminine,4973,24125.25,511
Feminine,11814,24071.0,273
Feminine,11216,24054.6,253
Feminine,9318,24053.7,242
Feminine,13063,24038.25,386
Feminine,14799,24031.65,839
Feminine,5600,24031.4,250
Feminine,10488,24008.8,286
Feminine,13478,24003.35,445
Feminine,8460,23998.45,367
Feminine,3229,23988.41,549
Feminine,10358,23982.8,271
Feminine,7524,23951.15,392
Feminine,10433,23947.94,528
Feminine,13114,23886.75,398
Feminine,2185,23881.32,191
Feminine,12023,23861.0,455
Feminine,9968,23853.7,255
Feminine,5444,23851.1,245
Feminine,3930,23846.41,571
Feminine,5985,23820.65,760
Feminine,5051,23819.95,532
Feminine,9729,23806.95,538
Feminine,10691,23802.85,520
Feminine,12178,23796.05,443
Feminine,13895,23766.6,393
Feminine,3853,23761.3,551
Feminine,8226,23757.4,357
Feminine,11580,23741.45,258
Feminine,5311,23697.95,507
Feminine,10254,23660.35,255
Feminine,5337,23658.01,476
Feminine,6427,23606.8,767
Feminine,9942,23598.5,271
Feminine,4323,23554.05,503
Feminine,7810,23540.5,393
Feminine,14051,23514.85,408
Feminine,8721,23485.65,383
Feminine,3049,23479.7,488
Feminine,14362,23447.45,389
Feminine,12205,23430.8,410
Feminine,10124,23423.4,275
Feminine,14284,23409.05,422
Feminine,9943,23379.15,259
Feminine,12620,23359.85,382
Feminine,14752,23323.8,404
Feminine,11971,23317.2,458
Feminine,14883,23289.7,394
Feminine,1457,23260.12,172
Feminine,14545,23251.45,426
Feminine,2738,23242.0,117
Feminine,12464,23240.9,388
Feminine,11424,23226.4,272
Feminine,5257,23156.82,477
Feminine,4503,23137.68,496
Feminine,10717,23103.76,596
Feminine,9864,23101.3,272
Feminine,9579,23098.2,264
Feminine,4534,23088.75,237
Feminine,1880,23084.25,127
Feminine,8538,23073.05,393
Feminine,1566,23034.5,117
Feminine,1691,23008.13,175
Feminine,14180,23002.5,383
Feminine,7940,22992.3,420
Feminine,12803,22973.1,395
Feminine,6193,22917.2,781
Feminine,12335,22907.1,420
Feminine,9235,22907.04,558
Feminine,3283,22882.71,501
Feminine,9183,22882.23,570
Feminine,1490,22878.05,113
Feminine,164,22869.05,129
Feminine,10145,22838.85,584
Feminine,11497,22808.98,584
Feminine,10748,22790.0,275
Feminine,14518,22759.0,405
Feminine,8720,22731.55,413
Feminine,315,22723.5,152
Feminine,8278,22710.7,382
Feminine,7239,22688.1,378
Feminine,10384,22675.5,278
Feminine,1275,22665.51,207
Feminine,1776,22644.8,101
Feminine,5517,22636.48,513
Feminine,14544,22635.7,423
Feminine,7837,22615.4,417
Feminine,4924,22575.05,236
Feminine,7005,22550.75,427
Feminine,5803,22544.99,517
Feminine,53,22521.28,176
Feminine,3959,22498.3,510
Feminine,996,22471.6,106
Feminine,6588,22469.2,416
Feminine,10280,22458.9,254
Feminine,13062,22458.45,411
Feminine,2920,22441.65,128
Feminine,7129,22432.85,770
Feminine,3176,22385.48,539
Feminine,11996,22375.35,444
Feminine,9292,22354.6,264
Feminine,15660,22335.5,57
Feminine,8461,22305.05,397
Feminine,4872,22300.3,223
Feminine,2029,22267.84,194
Feminine,1360,22264.5,125
Feminine,2348,22259.0,124
Feminine,6068,22258.1,408
Feminine,9240,22250.1,262
Feminine,10639,22246.57,584
Feminine,242,22245.05,111
Feminine,10353,22234.49,614
Feminine,14701,22233.1,454
Feminine,10249,22229.26,558
Feminine,10982,22223.1,252
Feminine,4560,22196.55,235
Feminine,1906,22192.3,102
Feminine,12698,22144.55,397
Feminine,9448,22142.2,266
Feminine,4346,22088.14,566
Feminine,14337,22077.95,401
Feminine,937,22055.14,190
Feminine,12413,22037.95,411
Feminine,9885,21987.35,579
Feminine,781,21976.079999999998,193
Feminine,682,21963.9,135
Feminine,11523,21959.61,569
Feminine,13531,21948.5,430
Feminine,11112,21941.6,261
Feminine,1,21935.7,170
Feminine,2216,21933.1,112
Feminine,13999,21911.6,398
Feminine,5389,21889.71,511
Feminine,10509,21885.62,591
Feminine,287,21849.64,175
Feminine,2393,21827.55,191
Feminine,1386,21826.95,130
Feminine,14259,21804.0,415
Feminine,10275,21796.0,523
Feminine,8772,21740.75,384
Feminine,6380,21731.85,349
Feminine,9370,21706.55,274
Feminine,8694,21678.25,388
Feminine,4347,21666.2,544
Feminine,14909,21612.45,385
Feminine,8695,21606.7,361
Feminine,5912,21602.1,238
Feminine,13374,21602.05,409
Feminine,9344,21580.85,247
Feminine,13869,21566.05,385
Feminine,6198,21545.75,371
Feminine,11107,21526.85,605
Feminine,2660,21509.3,135
Feminine,5493,21482.23,485
Feminine,17012,21480.0,56
Feminine,2322,21464.2,120
Feminine,15036,21453.0,80
Feminine,2055,21452.98,166
Feminine,12542,21450.2,434
Feminine,11945,21443.8,284
Feminine,1464,21437.8,140
Feminine,13349,21421.65,450
Feminine,4737,21395.82,512
Feminine,3520,21393.5,242
Feminine,9656,21392.5,229
Feminine,6609,21375.85,808
Feminine,10098,21365.9,235
Feminine,13453,21357.45,382
Feminine,9552,21356.0,258
Feminine,9396,21347.8,252
Feminine,11008,21331.95,259
Feminine,788,21329.4,131
Feminine,2972,21290.6,124
Feminine,14388,21277.25,420
Feminine,1516,21272.7,137
Feminine,8200,21272.0,373
Feminine,12906,21254.9,422
Feminine,14077,21246.65,414
Feminine,8148,21220.45,409
Feminine,13140,21217.7,446
Feminine,5106,21217.0,265
Feminine,11944,21213.45,221
Feminine,9578,21195.85,264
Feminine,1249,21189.81,173
Feminine,13167,21188.95,487
Feminine,7883,21188.3,767
Feminine,7706,21187.9,407
Feminine,4638,21185.0,237
Feminine,5127,21160.85,493
Feminine,13739,21156.5,400
Feminine,13426,21124.85,425
Feminine,14128,21111.3,423
Feminine,11034,21107.7,230
Feminine,12153,21106.65,408
Feminine,6562,21099.55,332
Feminine,9131,21092.56,620
Feminine,8018,21058.7,416
Feminine,6147,21049.85,350
Feminine,625,21048.98,169
Feminine,7264,21042.85,368
Feminine,3359,21027.25,490
Feminine,318,21010.0,118
Feminine,1984,21006.8,130
Feminine,12049,20974.85,388
Feminine,188,20935.75,135
Feminine,11450,20935.05,249
Feminine,1301,20905.3,172
Feminine,11320,20894.8,259
Feminine,10956,20843.0,288
Feminine,10722,20827.5,232
Feminine,4430,20816.5,238
Feminine,2686,20811.5,119
Feminine,6770,20804.05,369
Feminine,6739,20785.45,717
Feminine,294,20785.2,130
Feminine,11684,20778.5,264
Feminine,11393,20769.25,554
Feminine,10827,20766.1,266
Feminine,3697,20763.24,506
Feminine,10202,20752.0,273
Feminine,11939,20747.6,538
Feminine,12179,20743.4,418
Feminine,12985,20729.4,427
Feminine,12699,20726.8,375
Feminine,3413,20702.45,507
Feminine,5569,20702.25,470
Feminine,2164,20698.5,122
Feminine,2582,20695.1,120
Feminine,12828,20654.6,428
Feminine,5366,20634.3,202
Feminine,14727,20631.35,441
Feminine,13010,20628.05,450
Feminine,528,20621.9,120
Feminine,6744,20611.8,393
Feminine,7108,20611.4,337
Feminine,8539,20593.95,369
Feminine,2997,20576.3,514
Feminine,11346,20556.8,240
Feminine,3000,20543.05,229
Feminine,8408,20541.55,373
Feminine,10696,20534.15,259
Feminine,8383,20508.75,357
Feminine,1436,20503.5,138
Feminine,2918,20502.95,127
Feminine,14984,20490.5,57
Feminine,4997,20466.31,546
Feminine,6328,20438.6,386
Feminine,4765,20430.21,513
Feminine,11294,20422.5,281
Feminine,3546,20420.25,242
Feminine,1743,20413.079999999998,199
Feminine,417,20363.1,186
Feminine,4352,20359.75,259
Feminine,5470,20356.8,224
Feminine,10899,20345.5,563
Feminine,1202,20320.5,132
Feminine,4456,20320.4,231
Feminine,970,20296.2,132
Feminine,11913,20279.58,569
Feminine,2861,20276.52,178
Feminine,8091,20272.55,821
Feminine,5964,20233.7,209
Feminine,9032,20225.1,266
